 ID     	OWNER          SUBMITTED   RUN_TIME    	 ST COMPLETED   	CMD
4937.342 cs293b-2        5/8  00:15   0+00:40:44 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.414 cs293b-2        5/8  00:15   0+00:40:15 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.460 cs293b-2        5/8  00:15   0+00:40:04 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.457 cs293b-2        5/8  00:15   0+00:40:04 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.473 cs293b-2        5/8  00:15   0+00:39:49 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.352 cs293b-2        5/8  00:15   0+00:40:29 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.304 cs293b-2        5/8  00:15   0+00:40:39 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.220 cs293b-2        5/8  00:15   0+00:40:57 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.122 cs293b-2        5/8  00:15   0+00:41:19 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.30  cs293b-2        5/8  00:15   0+00:41:49 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.419 cs293b-2        5/8  00:15   0+00:40:14 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.396 cs293b-2        5/8  00:15   0+00:40:20 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.312 cs293b-2        5/8  00:15   0+00:40:37 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.23  cs293b-2        5/8  00:15   0+00:41:50 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.365 cs293b-2        5/8  00:15   0+00:40:04 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.60  cs293b-2        5/8  00:15   0+00:41:31 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.13  cs293b-2        5/8  00:15   0+00:41:52 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.398 cs293b-2        5/8  00:15   0+00:40:18 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.308 cs293b-2        5/8  00:15   0+00:40:31 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.57  cs293b-2        5/8  00:15   0+00:41:28 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.482 cs293b-2        5/8  00:15   0+00:39:45 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.479 cs293b-2        5/8  00:15   0+00:39:46 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.326 cs293b-2        5/8  00:15   0+00:40:32 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.458 cs293b-2        5/8  00:15   0+00:40:02 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.499 cs293b-2        5/8  00:15   0+00:38:08 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.497 cs293b-2        5/8  00:15   0+00:38:08 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.463 cs293b-2        5/8  00:15   0+00:39:48 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.338 cs293b-2        5/8  00:15   0+00:40:28 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.62  cs293b-2        5/8  00:15   0+00:41:27 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.51  cs293b-2        5/8  00:15   0+00:41:31 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.476 cs293b-2        5/8  00:15   0+00:39:45 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.470 cs293b-2        5/8  00:15   0+00:39:46 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.459 cs293b-2        5/8  00:15   0+00:40:01 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.448 cs293b-2        5/8  00:15   0+00:40:03 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.443 cs293b-2        5/8  00:15   0+00:40:05 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.393 cs293b-2        5/8  00:15   0+00:40:17 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.300 cs293b-2        5/8  00:15   0+00:40:37 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.468 cs293b-2        5/8  00:15   0+00:39:46 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.465 cs293b-2        5/8  00:15   0+00:39:47 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.400 cs293b-2        5/8  00:15   0+00:40:14 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.391 cs293b-2        5/8  00:15   0+00:40:18 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.361 cs293b-2        5/8  00:15   0+00:40:24 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.449 cs293b-2        5/8  00:15   0+00:40:04 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.432 cs293b-2        5/8  00:15   0+00:40:09 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.388 cs293b-2        5/8  00:15   0+00:40:18 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.367 cs293b-2        5/8  00:15   0+00:40:22 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.354 cs293b-2        5/8  00:15   0+00:40:25 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.277 cs293b-2        5/8  00:15   0+00:40:42 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.250 cs293b-2        5/8  00:15   0+00:40:48 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.52  cs293b-2        5/8  00:15   0+00:41:30 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.285 cs293b-2        5/8  00:15   0+00:40:40 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.157 cs293b-2        5/8  00:15   0+00:41:07 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.75  cs293b-2        5/8  00:15   0+00:41:23 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.31  cs293b-2        5/8  00:15   0+00:41:46 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.462 cs293b-2        5/8  00:15   0+00:39:59 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.426 cs293b-2        5/8  00:15   0+00:40:09 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.387 cs293b-2        5/8  00:15   0+00:40:18 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.402 cs293b-2        5/8  00:15   0+00:40:15 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.390 cs293b-2        5/8  00:15   0+00:40:17 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.377 cs293b-2        5/8  00:15   0+00:40:19 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.26  cs293b-2        5/8  00:15   0+00:41:45 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.315 cs293b-2        5/8  00:15   0+00:40:33 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.22  cs293b-2        5/8  00:15   0+00:41:46 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.456 cs293b-2        5/8  00:15   0+00:40:00 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.216 cs293b-2        5/8  00:15   0+00:40:52 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.169 cs293b-2        5/8  00:15   0+00:41:03 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.37  cs293b-2        5/8  00:15   0+00:41:32 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.461 cs293b-2        5/8  00:15   0+00:39:58 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.454 cs293b-2        5/8  00:15   0+00:40:01 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.294 cs293b-2        5/8  00:15   0+00:40:36 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.406 cs293b-2        5/8  00:15   0+00:40:12 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.347 cs293b-2        5/8  00:15   0+00:40:24 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.355 cs293b-2        5/8  00:15   0+00:40:17 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.218 cs293b-2        5/8  00:15   0+00:40:46 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.375 cs293b-2        5/8  00:15   0+00:40:13 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.33  cs293b-2        5/8  00:15   0+00:41:39 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.230 cs293b-2        5/8  00:15   0+00:40:43 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.498 cs293b-2        5/8  00:15   0+00:37:57 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.35  cs293b-2        5/8  00:15   0+00:41:35 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.496 cs293b-2        5/8  00:15   0+00:37:58 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.440 cs293b-2        5/8  00:15   0+00:39:56 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.380 cs293b-2        5/8  00:15   0+00:40:10 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.362 cs293b-2        5/8  00:15   0+00:40:13 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.267 cs293b-2        5/8  00:15   0+00:40:35 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.208 cs293b-2        5/8  00:15   0+00:40:36 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.258 cs293b-2        5/8  00:15   0+00:40:36 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.217 cs293b-2        5/8  00:15   0+00:40:44 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.38  cs293b-2        5/8  00:15   0+00:41:23 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.422 cs293b-2        5/8  00:15   0+00:40:00 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.29  cs293b-2        5/8  00:15   0+00:41:34 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.451 cs293b-2        5/8  00:15   0+00:39:53 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.441 cs293b-2        5/8  00:15   0+00:39:55 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.364 cs293b-2        5/8  00:15   0+00:40:08 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.1   cs293b-2        5/8  00:15   0+00:41:38 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.453 cs293b-2        5/8  00:15   0+00:39:52 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.450 cs293b-2        5/8  00:15   0+00:39:53 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.447 cs293b-2        5/8  00:15   0+00:39:53 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.442 cs293b-2        5/8  00:15   0+00:39:54 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.434 cs293b-2        5/8  00:15   0+00:39:56 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.415 cs293b-2        5/8  00:15   0+00:40:01 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.24  cs293b-2        5/8  00:15   0+00:41:35 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.417 cs293b-2        5/8  00:15   0+00:39:55 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.378 cs293b-2        5/8  00:15   0+00:40:09 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.297 cs293b-2        5/8  00:15   0+00:40:26 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.363 cs293b-2        5/8  00:15   0+00:40:12 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.226 cs293b-2        5/8  00:15   0+00:40:42 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.27  cs293b-2        5/8  00:15   0+00:41:35 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.7   cs293b-2        5/8  00:15   0+00:41:37 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.439 cs293b-2        5/8  00:15   0+00:39:55 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.431 cs293b-2        5/8  00:15   0+00:39:56 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.420 cs293b-2        5/8  00:15   0+00:39:58 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.243 cs293b-2        5/8  00:15   0+00:40:37 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.429 cs293b-2        5/8  00:15   0+00:39:57 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.187 cs293b-2        5/8  00:15   0+00:40:49 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.438 cs293b-2        5/8  00:15   0+00:39:55 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.436 cs293b-2        5/8  00:15   0+00:39:55 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.399 cs293b-2        5/8  00:15   0+00:40:04 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.339 cs293b-2        5/8  00:15   0+00:40:12 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.145 cs293b-2        5/8  00:15   0+00:40:58 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.17  cs293b-2        5/8  00:15   0+00:41:35 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.11  cs293b-2        5/8  00:15   0+00:41:36 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.357 cs293b-2        5/8  00:15   0+00:40:12 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.240 cs293b-2        5/8  00:15   0+00:40:34 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.21  cs293b-2        5/8  00:15   0+00:41:30 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.2   cs293b-2        5/8  00:15   0+00:41:32 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.374 cs293b-2        5/8  00:15   0+00:40:04 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.158 cs293b-2        5/8  00:15   0+00:40:50 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.39  cs293b-2        5/8  00:15   0+00:41:16 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.395 cs293b-2        5/8  00:15   0+00:39:59 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.394 cs293b-2        5/8  00:15   0+00:39:59 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.248 cs293b-2        5/8  00:15   0+00:40:30 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.15  cs293b-2        5/8  00:15   0+00:41:30 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.334 cs293b-2        5/8  00:15   0+00:40:10 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.5   cs293b-2        5/8  00:15   0+00:41:30 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.12  cs293b-2        5/8  00:15   0+00:41:27 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.389 cs293b-2        5/8  00:15   0+00:39:57 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.328 cs293b-2        5/8  00:15   0+00:40:08 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.345 cs293b-2        5/8  00:15   0+00:40:06 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.159 cs293b-2        5/8  00:15   0+00:40:46 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.368 cs293b-2        5/8  00:15   0+00:39:58 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.8   cs293b-2        5/8  00:15   0+00:41:27 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.446 cs293b-2        5/8  00:15   0+00:39:44 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.228 cs293b-2        5/8  00:15   0+00:40:31 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.28  cs293b-2        5/8  00:15   0+00:41:25 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.423 cs293b-2        5/8  00:15   0+00:39:50 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.405 cs293b-2        5/8  00:15   0+00:39:54 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.3   cs293b-2        5/8  00:15   0+00:41:28 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.366 cs293b-2        5/8  00:15   0+00:39:53 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.296 cs293b-2        5/8  00:15   0+00:40:15 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.433 cs293b-2        5/8  00:15   0+00:39:45 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.408 cs293b-2        5/8  00:15   0+00:39:48 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.36  cs293b-2        5/8  00:15   0+00:41:01 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.6   cs293b-2        5/8  00:15   0+00:41:22 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.455 cs293b-2        5/8  00:15   0+00:39:35 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.452 cs293b-2        5/8  00:15   0+00:39:35 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.401 cs293b-2        5/8  00:15   0+00:39:48 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.403 cs293b-2        5/8  00:15   0+00:39:48 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.275 cs293b-2        5/8  00:15   0+00:40:14 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.16  cs293b-2        5/8  00:15   0+00:41:17 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.383 cs293b-2        5/8  00:15   0+00:39:43 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.381 cs293b-2        5/8  00:15   0+00:39:49 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.325 cs293b-2        5/8  00:15   0+00:40:01 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.18  cs293b-2        5/8  00:15   0+00:41:16 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.10  cs293b-2        5/8  00:15   0+00:41:17 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.416 cs293b-2        5/8  00:15   0+00:39:41 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.344 cs293b-2        5/8  00:15   0+00:39:56 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.233 cs293b-2        5/8  00:15   0+00:40:20 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.143 cs293b-2        5/8  00:15   0+00:40:39 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.371 cs293b-2        5/8  00:15   0+00:39:49 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.435 cs293b-2        5/8  00:15   0+00:39:35 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.404 cs293b-2        5/8  00:15   0+00:39:42 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.244 cs293b-2        5/8  00:15   0+00:40:16 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.430 cs293b-2        5/8  00:15   0+00:39:36 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.25  cs293b-2        5/8  00:15   0+00:41:13 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.287 cs293b-2        5/8  00:15   0+00:40:06 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.269 cs293b-2        5/8  00:15   0+00:40:11 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.253 cs293b-2        5/8  00:15   0+00:40:14 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.425 cs293b-2        5/8  00:15   0+00:39:35 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.349 cs293b-2        5/8  00:15   0+00:39:51 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.150 cs293b-2        5/8  00:15   0+00:40:34 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.246 cs293b-2        5/8  00:15   0+00:40:11 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.221 cs293b-2        5/8  00:15   0+00:40:18 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.411 cs293b-2        5/8  00:15   0+00:39:38 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.373 cs293b-2        5/8  00:15   0+00:39:46 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.4   cs293b-2        5/8  00:15   0+00:41:14 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.379 cs293b-2        5/8  00:15   0+00:39:43 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.19  cs293b-2        5/8  00:15   0+00:41:10 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.370 cs293b-2        5/8  00:15   0+00:39:44 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.397 cs293b-2        5/8  00:15   0+00:39:38 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.310 cs293b-2        5/8  00:15   0+00:39:57 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.392 cs293b-2        5/8  00:15   0+00:39:39 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.168 cs293b-2        5/8  00:15   0+00:40:27 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.413 cs293b-2        5/8  00:15   0+00:39:34 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.332 cs293b-2        5/8  00:15   0+00:39:53 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.369 cs293b-2        5/8  00:15   0+00:39:43 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.72  cs293b-2        5/8  00:15   0+00:40:45 C   5/8  00:58 /home/cs293b-2/PartyCrasher/client.o 
4937.155 cs293b-2        5/8  00:15   0+00:40:26 C   5/8  00:57 /home/cs293b-2/PartyCrasher/client.o 
4937.427 cs293b-2        5/8  00:15   0+00:39:28 C   5/8  00:57 /home/cs293b-2/PartyCrasher/client.o 
4937.376 cs293b-2        5/8  00:15   0+00:39:39 C   5/8  00:57 /home/cs293b-2/PartyCrasher/client.o 
4937.317 cs293b-2        5/8  00:15   0+00:39:51 C   5/8  00:57 /home/cs293b-2/PartyCrasher/client.o 
4937.418 cs293b-2        5/8  00:15   0+00:39:28 C   5/8  00:57 /home/cs293b-2/PartyCrasher/client.o 
4937.298 cs293b-2        5/8  00:15   0+00:39:54 C   5/8  00:57 /home/cs293b-2/PartyCrasher/client.o 
4937.278 cs293b-2        5/8  00:15   0+00:39:58 C   5/8  00:57 /home/cs293b-2/PartyCrasher/client.o 
4937.207 cs293b-2        5/8  00:15   0+00:40:13 C   5/8  00:57 /home/cs293b-2/PartyCrasher/client.o 
4937.337 cs293b-2        5/8  00:15   0+00:39:45 C   5/8  00:57 /home/cs293b-2/PartyCrasher/client.o 
4937.14  cs293b-2        5/8  00:15   0+00:41:04 C   5/8  00:57 /home/cs293b-2/PartyCrasher/client.o 
4937.410 cs293b-2        5/8  00:15   0+00:39:28 C   5/8  00:57 /home/cs293b-2/PartyCrasher/client.o 
4937.333 cs293b-2        5/8  00:15   0+00:39:45 C   5/8  00:57 /home/cs293b-2/PartyCrasher/client.o 
4937.327 cs293b-2        5/8  00:15   0+00:39:46 C   5/8  00:57 /home/cs293b-2/PartyCrasher/client.o 
4937.385 cs293b-2        5/8  00:15   0+00:39:34 C   5/8  00:57 /home/cs293b-2/PartyCrasher/client.o 
4937.165 cs293b-2        5/8  00:15   0+00:40:11 C   5/8  00:57 /home/cs293b-2/PartyCrasher/client.o 
4937.348 cs293b-2        5/8  00:15   0+00:39:42 C   5/8  00:57 /home/cs293b-2/PartyCrasher/client.o 
4937.70  cs293b-2        5/8  00:15   0+00:39:44 C   5/8  00:57 /home/cs293b-2/PartyCrasher/client.o 
4937.330 cs293b-2        5/8  00:15   0+00:39:46 C   5/8  00:57 /home/cs293b-2/PartyCrasher/client.o 
4937.356 cs293b-2        5/8  00:15   0+00:39:39 C   5/8  00:57 /home/cs293b-2/PartyCrasher/client.o 
4937.318 cs293b-2        5/8  00:15   0+00:39:47 C   5/8  00:57 /home/cs293b-2/PartyCrasher/client.o 
4937.319 cs293b-2        5/8  00:15   0+00:39:46 C   5/8  00:57 /home/cs293b-2/PartyCrasher/client.o 
4937.181 cs293b-2        5/8  00:15   0+00:40:16 C   5/8  00:57 /home/cs293b-2/PartyCrasher/client.o 
4937.320 cs293b-2        5/8  00:15   0+00:39:45 C   5/8  00:57 /home/cs293b-2/PartyCrasher/client.o 
4937.314 cs293b-2        5/8  00:15   0+00:39:47 C   5/8  00:57 /home/cs293b-2/PartyCrasher/client.o 
4937.264 cs293b-2        5/8  00:15   0+00:39:58 C   5/8  00:57 /home/cs293b-2/PartyCrasher/client.o 
4937.247 cs293b-2        5/8  00:15   0+00:40:02 C   5/8  00:57 /home/cs293b-2/PartyCrasher/client.o 
4937.235 cs293b-2        5/8  00:15   0+00:40:04 C   5/8  00:57 /home/cs293b-2/PartyCrasher/client.o 
4937.188 cs293b-2        5/8  00:15   0+00:40:14 C   5/8  00:57 /home/cs293b-2/PartyCrasher/client.o 
4937.261 cs293b-2        5/8  00:15   0+00:39:47 C   5/8  00:57 /home/cs293b-2/PartyCrasher/client.o 
4937.156 cs293b-2        5/8  00:15   0+00:40:19 C   5/8  00:57 /home/cs293b-2/PartyCrasher/client.o 
4937.79  cs293b-2        5/8  00:15   0+00:40:35 C   5/8  00:57 /home/cs293b-2/PartyCrasher/client.o 
4937.358 cs293b-2        5/8  00:15   0+00:39:34 C   5/8  00:57 /home/cs293b-2/PartyCrasher/client.o 
